Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2018,percentage (%),a) time series,3- to 5-year-olds,bw,schwarzwald-baar-kreis,code08326,17.0
2012,percentage (%),a) time series,3- to 5-year-olds,bw,tuttlingen,code08327,4.3
2013,percentage (%),a) time series,3- to 5-year-olds,bw,tuttlingen,code08327,5.5
2014,percentage (%),a) time series,3- to 5-year-olds,bw,tuttlingen,code08327,7.3
2015,percentage (%),a) time series,3- to 5-year-olds,bw,tuttlingen,code08327,7.7
2016,percentage (%),a) time series,3- to 5-year-olds,bw,tuttlingen,code08327,9.4
2017,percentage (%),a) time series,3- to 5-year-olds,bw,tuttlingen,code08327,10.6
2018,percentage (%),a) time series,3- to 5-year-olds,bw,tuttlingen,code08327,10.8
2012,percentage (%),a) time series,3- to 5-year-olds,bw,konstanz,code08335,17.6
2013,percentage (%),a) time series,3- to 5-year-olds,bw,konstanz,code08335,19.2
2014,percentage (%),a) time series,3- to 5-year-olds,bw,konstanz,code08335,20.6
2015,percentage (%),a) time series,3- to 5-year-olds,bw,konstanz,code08335,21.1
2016,percentage (%),a) time series,3- to 5-year-olds,bw,konstanz,code08335,23.0
2017,percentage (%),a) time series,3- to 5-year-olds,bw,konstanz,code08335,23.5
2018,percentage (%),a) time series,3- to 5-year-olds,bw,konstanz,code08335,23.9
2012,percentage (%),a) time series,3- to 5-year-olds,bw,lörrach,code08336,13.6
2013,percentage (%),a) time series,3- to 5-year-olds,bw,lörrach,code08336,15.7
2014,percentage (%),a) time series,3- to 5-year-olds,bw,lörrach,code08336,17.3
2015,percentage (%),a) time series,3- to 5-year-olds,bw,lörrach,code08336,17.0
2016,percentage (%),a) time series,3- to 5-year-olds,bw,lörrach,code08336,18.7
2017,percentage (%),a) time series,3- to 5-year-olds,bw,lörrach,code08336,18.8
2018,percentage (%),a) time series,3- to 5-year-olds,bw,lörrach,code08336,19.9
2012,percentage (%),a) time series,3- to 5-year-olds,bw,waldshut,code08337,5.8
2013,percentage (%),a) time series,3- to 5-year-olds,bw,waldshut,code08337,6.6
2014,percentage (%),a) time series,3- to 5-year-olds,bw,waldshut,code08337,7.2
2015,percentage (%),a) time series,3- to 5-year-olds,bw,waldshut,code08337,9.5
2016,percentage (%),a) time series,3- to 5-year-olds,bw,waldshut,code08337,10.4
2017,percentage (%),a) time series,3- to 5-year-olds,bw,waldshut,code08337,11.4
2018,percentage (%),a) time series,3- to 5-year-olds,bw,waldshut,code08337,11.0
2012,percentage (%),a) time series,3- to 5-year-olds,bw,reutlingen,code08415,13.0
2013,percentage (%),a) time series,3- to 5-year-olds,bw,reutlingen,code08415,14.3
2014,percentage (%),a) time series,3- to 5-year-olds,bw,reutlingen,code08415,15.1
2015,percentage (%),a) time series,3- to 5-year-olds,bw,reutlingen,code08415,17.5
2016,percentage (%),a) time series,3- to 5-year-olds,bw,reutlingen,code08415,17.6
2017,percentage (%),a) time series,3- to 5-year-olds,bw,reutlingen,code08415,18.7
2018,percentage (%),a) time series,3- to 5-year-olds,bw,reutlingen,code08415,18.6
2012,percentage (%),a) time series,3- to 5-year-olds,bw,tübingen,code08416,26.1
2013,percentage (%),a) time series,3- to 5-year-olds,bw,tübingen,code08416,27.3
2014,percentage (%),a) time series,3- to 5-year-olds,bw,tübingen,code08416,27.8
2015,percentage (%),a) time series,3- to 5-year-olds,bw,tübingen,code08416,29.1
2016,percentage (%),a) time series,3- to 5-year-olds,bw,tübingen,code08416,30.2
2017,percentage (%),a) time series,3- to 5-year-olds,bw,tübingen,code08416,29.6
2018,percentage (%),a) time series,3- to 5-year-olds,bw,tübingen,code08416,31.2
2012,percentage (%),a) time series,3- to 5-year-olds,bw,zollernalbkreis,code08417,7.5
2013,percentage (%),a) time series,3- to 5-year-olds,bw,zollernalbkreis,code08417,8.4
2014,percentage (%),a) time series,3- to 5-year-olds,bw,zollernalbkreis,code08417,9.5
2015,percentage (%),a) time series,3- to 5-year-olds,bw,zollernalbkreis,code08417,11.2
2016,percentage (%),a) time series,3- to 5-year-olds,bw,zollernalbkreis,code08417,12.1
2017,percentage (%),a) time series,3- to 5-year-olds,bw,zollernalbkreis,code08417,14.5
2018,percentage (%),a) time series,3- to 5-year-olds,bw,zollernalbkreis,code08417,16.3
2012,percentage (%),a) time series,3- to 5-year-olds,bw,"ulm, stadt",code08421,21.4
2013,percentage (%),a) time series,3- to 5-year-olds,bw,"ulm, stadt",code08421,23.6
2014,percentage (%),a) time series,3- to 5-year-olds,bw,"ulm, stadt",code08421,26.6
2015,percentage (%),a) time series,3- to 5-year-olds,bw,"ulm, stadt",code08421,29.6
2016,percentage (%),a) time series,3- to 5-year-olds,bw,"ulm, stadt",code08421,31.0
2017,percentage (%),a) time series,3- to 5-year-olds,bw,"ulm, stadt",code08421,31.9
2018,percentage (%),a) time series,3- to 5-year-olds,bw,"ulm, stadt",code08421,33.6
2012,percentage (%),a) time series,3- to 5-year-olds,bw,alb-donau-kreis,code08425,9.4
2013,percentage (%),a) time series,3- to 5-year-olds,bw,alb-donau-kreis,code08425,10.5
2014,percentage (%),a) time series,3- to 5-year-olds,bw,alb-donau-kreis,code08425,12.7
2015,percentage (%),a) time series,3- to 5-year-olds,bw,alb-donau-kreis,code08425,13.6
2016,percentage (%),a) time series,3- to 5-year-olds,bw,alb-donau-kreis,code08425,15.3
2017,percentage (%),a) time series,3- to 5-year-olds,bw,alb-donau-kreis,code08425,17.3
2018,percentage (%),a) time series,3- to 5-year-olds,bw,alb-donau-kreis,code08425,18.1
2012,percentage (%),a) time series,3- to 5-year-olds,bw,biberach,code08426,9.6
2013,percentage (%),a) time series,3- to 5-year-olds,bw,biberach,code08426,11.0
2014,percentage (%),a) time series,3- to 5-year-olds,bw,biberach,code08426,13.3
2015,percentage (%),a) time series,3- to 5-year-olds,bw,biberach,code08426,14.5
2016,percentage (%),a) time series,3- to 5-year-olds,bw,biberach,code08426,16.5
2017,percentage (%),a) time series,3- to 5-year-olds,bw,biberach,code08426,16.5
2018,percentage (%),a) time series,3- to 5-year-olds,bw,biberach,code08426,17.6
2012,percentage (%),a) time series,3- to 5-year-olds,bw,bodenseekreis,code08435,13.2
2013,percentage (%),a) time series,3- to 5-year-olds,bw,bodenseekreis,code08435,15.0
2014,percentage (%),a) time series,3- to 5-year-olds,bw,bodenseekreis,code08435,17.3
2015,percentage (%),a) time series,3- to 5-year-olds,bw,bodenseekreis,code08435,18.9
2016,percentage (%),a) time series,3- to 5-year-olds,bw,bodenseekreis,code08435,19.1
2017,percentage (%),a) time series,3- to 5-year-olds,bw,bodenseekreis,code08435,19.2
2018,percentage (%),a) time series,3- to 5-year-olds,bw,bodenseekreis,code08435,20.5
2012,percentage (%),a) time series,3- to 5-year-olds,bw,ravensburg,code08436,10.0
2013,percentage (%),a) time series,3- to 5-year-olds,bw,ravensburg,code08436,10.4
2014,percentage (%),a) time series,3- to 5-year-olds,bw,ravensburg,code08436,11.6
2015,percentage (%),a) time series,3- to 5-year-olds,bw,ravensburg,code08436,12.6
2016,percentage (%),a) time series,3- to 5-year-olds,bw,ravensburg,code08436,14.4
2017,percentage (%),a) time series,3- to 5-year-olds,bw,ravensburg,code08436,15.8
2018,percentage (%),a) time series,3- to 5-year-olds,bw,ravensburg,code08436,17.8
2012,percentage (%),a) time series,3- to 5-year-olds,bw,sigmaringen,code08437,15.5
2013,percentage (%),a) time series,3- to 5-year-olds,bw,sigmaringen,code08437,14.7
2014,percentage (%),a) time series,3- to 5-year-olds,bw,sigmaringen,code08437,14.3
2015,percentage (%),a) time series,3- to 5-year-olds,bw,sigmaringen,code08437,14.3
2016,percentage (%),a) time series,3- to 5-year-olds,bw,sigmaringen,code08437,14.6
2017,percentage (%),a) time series,3- to 5-year-olds,bw,sigmaringen,code08437,16.1
2018,percentage (%),a) time series,3- to 5-year-olds,bw,sigmaringen,code08437,17.0
2012,percentage (%),a) time series,3- to 5-year-olds,by,"ingolstadt, stadt",code09161,37.5
2013,percentage (%),a) time series,3- to 5-year-olds,by,"ingolstadt, stadt",code09161,38.8
2014,percentage (%),a) time series,3- to 5-year-olds,by,"ingolstadt, stadt",code09161,43.0
2015,percentage (%),a) time series,3- to 5-year-olds,by,"ingolstadt, stadt",code09161,45.6
2016,percentage (%),a) time series,3- to 5-year-olds,by,"ingolstadt, stadt",code09161,48.1
2017,percentage (%),a) time series,3- to 5-year-olds,by,"ingolstadt, stadt",code09161,48.4
2018,percentage (%),a) time series,3- to 5-year-olds,by,"ingolstadt, stadt",code09161,49.1
2012,percentage (%),a) time series,3- to 5-year-olds,by,"münchen, stadt",code09162,47.3
2013,percentage (%),a) time series,3- to 5-year-olds,by,"münchen, stadt",code09162,49.1
2014,percentage (%),a) time series,3- to 5-year-olds,by,"münchen, stadt",code09162,50.6
2015,percentage (%),a) time series,3- to 5-year-olds,by,"münchen, stadt",code09162,53.6
2016,percentage (%),a) time series,3- to 5-year-olds,by,"münchen, stadt",code09162,55.2
2017,percentage (%),a) time series,3- to 5-year-olds,by,"münchen, stadt",code09162,55.0
2018,percentage (%),a) time series,3- to 5-year-olds,by,"münchen, stadt",code09162,55.0
2012,percentage (%),a) time series,3- to 5-year-olds,by,"rosenheim, stadt",code09163,23.5
2013,percentage (%),a) time series,3- to 5-year-olds,by,"rosenheim, stadt",code09163,26.4
2014,percentage (%),a) time series,3- to 5-year-olds,by,"rosenheim, stadt",code09163,28.1
2015,percentage (%),a) time series,3- to 5-year-olds,by,"rosenheim, stadt",code09163,26.1
2016,percentage (%),a) time series,3- to 5-year-olds,by,"rosenheim, stadt",code09163,29.0
2017,percentage (%),a) time series,3- to 5-year-olds,by,"rosenheim, stadt",code09163,29.2
2018,percentage (%),a) time series,3- to 5-year-olds,by,"rosenheim, stadt",code09163,29.2
2012,percentage (%),a) time series,3- to 5-year-olds,by,altötting,code09171,14.6
2013,percentage (%),a) time series,3- to 5-year-olds,by,altötting,code09171,16.0
2014,percentage (%),a) time series,3- to 5-year-olds,by,altötting,code09171,18.8
2015,percentage (%),a) time series,3- to 5-year-olds,by,altötting,code09171,18.1
2016,percentage (%),a) time series,3- to 5-year-olds,by,altötting,code09171,18.3
2017,percentage (%),a) time series,3- to 5-year-olds,by,altötting,code09171,18.8
2018,percentage (%),a) time series,3- to 5-year-olds,by,altötting,code09171,20.0
2012,percentage (%),a) time series,3- to 5-year-olds,by,berchtesgadener land,code09172,13.7
2013,percentage (%),a) time series,3- to 5-year-olds,by,berchtesgadener land,code09172,14.5
2014,percentage (%),a) time series,3- to 5-year-olds,by,berchtesgadener land,code09172,14.4
2015,percentage (%),a) time series,3- to 5-year-olds,by,berchtesgadener land,code09172,15.7
2016,percentage (%),a) time series,3- to 5-year-olds,by,berchtesgadener land,code09172,16.2
2017,percentage (%),a) time series,3- to 5-year-olds,by,berchtesgadener land,code09172,16.9
2018,percentage (%),a) time series,3- to 5-year-olds,by,berchtesgadener land,code09172,17.3
2012,percentage (%),a) time series,3- to 5-year-olds,by,bad tölz-wolfratshausen,code09173,18.9
2013,percentage (%),a) time series,3- to 5-year-olds,by,bad tölz-wolfratshausen,code09173,21.4
2014,percentage (%),a) time series,3- to 5-year-olds,by,bad tölz-wolfratshausen,code09173,23.7
2015,percentage (%),a) time series,3- to 5-year-olds,by,bad tölz-wolfratshausen,code09173,25.4
2016,percentage (%),a) time series,3- to 5-year-olds,by,bad tölz-wolfratshausen,code09173,25.8
2017,percentage (%),a) time series,3- to 5-year-olds,by,bad tölz-wolfratshausen,code09173,25.4
2018,percentage (%),a) time series,3- to 5-year-olds,by,bad tölz-wolfratshausen,code09173,25.5
2012,percentage (%),a) time series,3- to 5-year-olds,by,dachau,code09174,29.4
2013,percentage (%),a) time series,3- to 5-year-olds,by,dachau,code09174,32.1
2014,percentage (%),a) time series,3- to 5-year-olds,by,dachau,code09174,34.9
2015,percentage (%),a) time series,3- to 5-year-olds,by,dachau,code09174,40.1
2016,percentage (%),a) time series,3- to 5-year-olds,by,dachau,code09174,40.8
2017,percentage (%),a) time series,3- to 5-year-olds,by,dachau,code09174,42.0
2018,percentage (%),a) time series,3- to 5-year-olds,by,dachau,code09174,42.4
2012,percentage (%),a) time series,3- to 5-year-olds,by,ebersberg,code09175,32.4
2013,percentage (%),a) time series,3- to 5-year-olds,by,ebersberg,code09175,37.5
2014,percentage (%),a) time series,3- to 5-year-olds,by,ebersberg,code09175,40.7
2015,percentage (%),a) time series,3- to 5-year-olds,by,ebersberg,code09175,42.0
2016,percentage (%),a) time series,3- to 5-year-olds,by,ebersberg,code09175,43.4
2017,percentage (%),a) time series,3- to 5-year-olds,by,ebersberg,code09175,45.5
2018,percentage (%),a) time series,3- to 5-year-olds,by,ebersberg,code09175,44.9
2012,percentage (%),a) time series,3- to 5-year-olds,by,eichstätt,code09176,17.6
2013,percentage (%),a) time series,3- to 5-year-olds,by,eichstätt,code09176,19.7
2014,percentage (%),a) time series,3- to 5-year-olds,by,eichstätt,code09176,22.2
2015,percentage (%),a) time series,3- to 5-year-olds,by,eichstätt,code09176,23.9
2016,percentage (%),a) time series,3- to 5-year-olds,by,eichstätt,code09176,25.7
2017,percentage (%),a) time series,3- to 5-year-olds,by,eichstätt,code09176,27.0
2018,percentage (%),a) time series,3- to 5-year-olds,by,eichstätt,code09176,27.6
2012,percentage (%),a) time series,3- to 5-year-olds,by,erding,code09177,23.0
2013,percentage (%),a) time series,3- to 5-year-olds,by,erding,code09177,25.6
2014,percentage (%),a) time series,3- to 5-year-olds,by,erding,code09177,28.5
2015,percentage (%),a) time series,3- to 5-year-olds,by,erding,code09177,30.5
2016,percentage (%),a) time series,3- to 5-year-olds,by,erding,code09177,28.5
2017,percentage (%),a) time series,3- to 5-year-olds,by,erding,code09177,29.2
2018,percentage (%),a) time series,3- to 5-year-olds,by,erding,code09177,29.3
2012,percentage (%),a) time series,3- to 5-year-olds,by,freising,code09178,23.4
2013,percentage (%),a) time series,3- to 5-year-olds,by,freising,code09178,25.8
2014,percentage (%),a) time series,3- to 5-year-olds,by,freising,code09178,27.6
2015,percentage (%),a) time series,3- to 5-year-olds,by,freising,code09178,30.9
2016,percentage (%),a) time series,3- to 5-year-olds,by,freising,code09178,31.2
2017,percentage (%),a) time series,3- to 5-year-olds,by,freising,code09178,31.0
2018,percentage (%),a) time series,3- to 5-year-olds,by,freising,code09178,32.6
2012,percentage (%),a) time series,3- to 5-year-olds,by,fürstenfeldbruck,code09179,30.7
2013,percentage (%),a) time series,3- to 5-year-olds,by,fürstenfeldbruck,code09179,33.7
2014,percentage (%),a) time series,3- to 5-year-olds,by,fürstenfeldbruck,code09179,37.5
2015,percentage (%),a) time series,3- to 5-year-olds,by,fürstenfeldbruck,code09179,41.0
2016,percentage (%),a) time series,3- to 5-year-olds,by,fürstenfeldbruck,code09179,40.8
2017,percentage (%),a) time series,3- to 5-year-olds,by,fürstenfeldbruck,code09179,41.4
2018,percentage (%),a) time series,3- to 5-year-olds,by,fürstenfeldbruck,code09179,42.6
2012,percentage (%),a) time series,3- to 5-year-olds,by,garmisch-partenkirchen,code09180,12.4
2013,percentage (%),a) time series,3- to 5-year-olds,by,garmisch-partenkirchen,code09180,14.1
2014,percentage (%),a) time series,3- to 5-year-olds,by,garmisch-partenkirchen,code09180,14.8
2015,percentage (%),a) time series,3- to 5-year-olds,by,garmisch-partenkirchen,code09180,17.2
2016,percentage (%),a) time series,3- to 5-year-olds,by,garmisch-partenkirchen,code09180,17.0
2017,percentage (%),a) time series,3- to 5-year-olds,by,garmisch-partenkirchen,code09180,18.6
2018,percentage (%),a) time series,3- to 5-year-olds,by,garmisch-partenkirchen,code09180,16.3
2012,percentage (%),a) time series,3- to 5-year-olds,by,landsberg am lech,code09181,14.1
2013,percentage (%),a) time series,3- to 5-year-olds,by,landsberg am lech,code09181,15.1
2014,percentage (%),a) time series,3- to 5-year-olds,by,landsberg am lech,code09181,17.5
2015,percentage (%),a) time series,3- to 5-year-olds,by,landsberg am lech,code09181,18.4
2016,percentage (%),a) time series,3- to 5-year-olds,by,landsberg am lech,code09181,20.2
2017,percentage (%),a) time series,3- to 5-year-olds,by,landsberg am lech,code09181,20.8
2018,percentage (%),a) time series,3- to 5-year-olds,by,landsberg am lech,code09181,21.2
2012,percentage (%),a) time series,3- to 5-year-olds,by,miesbach,code09182,20.7
2013,percentage (%),a) time series,3- to 5-year-olds,by,miesbach,code09182,24.6
2014,percentage (%),a) time series,3- to 5-year-olds,by,miesbach,code09182,26.1
2015,percentage (%),a) time series,3- to 5-year-olds,by,miesbach,code09182,27.5
2016,percentage (%),a) time series,3- to 5-year-olds,by,miesbach,code09182,30.3
2017,percentage (%),a) time series,3- to 5-year-olds,by,miesbach,code09182,29.3
2018,percentage (%),a) time series,3- to 5-year-olds,by,miesbach,code09182,30.3
2012,percentage (%),a) time series,3- to 5-year-olds,by,mühldorf am inn,code09183,10.0
2013,percentage (%),a) time series,3- to 5-year-olds,by,mühldorf am inn,code09183,11.2
2014,percentage (%),a) time series,3- to 5-year-olds,by,mühldorf am inn,code09183,14.5
2015,percentage (%),a) time series,3- to 5-year-olds,by,mühldorf am inn,code09183,16.6
2016,percentage (%),a) time series,3- to 5-year-olds,by,mühldorf am inn,code09183,17.8
2017,percentage (%),a) time series,3- to 5-year-olds,by,mühldorf am inn,code09183,18.6
2018,percentage (%),a) time series,3- to 5-year-olds,by,mühldorf am inn,code09183,19.1
2012,percentage (%),a) time series,3- to 5-year-olds,by,münchen,code09184,42.0
2013,percentage (%),a) time series,3- to 5-year-olds,by,münchen,code09184,45.7
2014,percentage (%),a) time series,3- to 5-year-olds,by,münchen,code09184,49.6
2015,percentage (%),a) time series,3- to 5-year-olds,by,münchen,code09184,53.0
2016,percentage (%),a) time series,3- to 5-year-olds,by,münchen,code09184,53.3
2017,percentage (%),a) time series,3- to 5-year-olds,by,münchen,code09184,54.6
2018,percentage (%),a) time series,3- to 5-year-olds,by,münchen,code09184,55.9
2012,percentage (%),a) time series,3- to 5-year-olds,by,neuburg-schrobenhausen,code09185,12.8
2013,percentage (%),a) time series,3- to 5-year-olds,by,neuburg-schrobenhausen,code09185,13.0
2014,percentage (%),a) time series,3- to 5-year-olds,by,neuburg-schrobenhausen,code09185,14.4
2015,percentage (%),a) time series,3- to 5-year-olds,by,neuburg-schrobenhausen,code09185,18.2
